iter	RMSE
520	0.3109170427
521	0.3108334923
522	0.3107887135
523	0.3107010531
524	0.3106727601
525	0.3105936836
526	0.3105441831
527	0.3104488161
528	0.3103255899
529	0.3102243227
530	0.3102165509
531	0.310135217
532	0.3100757798
533	0.3100342857
534	0.3099599937
535	0.3099052058
536	0.3098188472
537	0.309718874
538	0.3096407291
539	0.309625957
540	0.3095151339
541	0.3095058328
542	0.3094559201
543	0.3093785475
544	0.3093176747
545	0.3092633334
546	0.3091784498
547	0.309116417
548	0.3090402517
549	0.3089754598
550	0.3089484856
551	0.308874265
552	0.308839428
553	0.3086987489
554	0.3086369102
555	0.3085933039
556	0.3085330414
557	0.3084508959
558	0.3084364951
559	0.3083861538
560	0.3083169988
561	0.308243082
562	0.3082353169
563	0.3081673896
564	0.308084713
565	0.3080062305
566	0.307891797
567	0.307838322
568	0.3077735318
569	0.307759767
570	0.3077462322
571	0.3077343671
572	0.3076338223
573	0.3075630747
574	0.3074802714
575	0.30743535
576	0.3074276656
577	0.3073763295
578	0.3072964268
579	0.3072600636
580	0.3071873052
581	0.3071156475
582	0.3070715901
583	0.307022976
584	0.3069746943
585	0.3069284004
586	0.3069213539
587	0.3068817458
588	0.3066684586
589	0.3066000065
590	0.3065033134
591	0.3064162454
592	0.3063450937
593	0.3063101256
594	0.3062435455
595	0.3061949707
596	0.3059868125
597	0.3059407052
598	0.3059040172
599	0.3058472038
600	0.3058097744
601	0.3057317261
602	0.3056651376
603	0.3055787622
604	0.305510185
605	0.3054325585
606	0.305425661
607	0.305326641
608	0.3053209651
609	0.3053139225
610	0.305247093
611	0.3050318559
612	0.3049644754
613	0.304901039
614	0.3048264174
615	0.3047342192
616	0.3046322617
617	0.3046267853
618	0.3044980827
619	0.3044244083
620	0.3043608251
621	0.304156546
622	0.3040996405
623	0.3040407534
624	0.3039530087
625	0.3039169239
626	0.3037321707
627	0.3036381627
628	0.303575527
629	0.3035191893
630	0.3034734972
631	0.3034402884
632	0.3033853576
633	0.3033310617
634	0.3032981892
635	0.303233626
636	0.3031804988
637	0.3031089634
638	0.3031018145
639	0.3030315395
640	0.3029626732
641	0.3029085425
642	0.3028556733
643	0.3027788857
644	0.302711464
645	0.3026475283
646	0.3024558502
647	0.3023889803
648	0.3023296089
649	0.3022772557
650	0.3021924097
651	0.302137114
652	0.3021067807
653	0.3020633286
654	0.3020025643
655	0.3019506417
656	0.3018750762
657	0.3017954083
658	0.3017306752
659	0.3016496659
660	0.3016135711
661	0.3014997568
662	0.3014344312
663	0.3013644128
664	0.3012992813
665	0.3012410541
666	0.301154174
667	0.3011129281
668	0.3010355835
669	0.3009790539
670	0.3009315909
671	0.3008493485
672	0.3007909687
673	0.300723014
674	0.3006747479
675	0.3006137302
676	0.3005506492
677	0.3004991696
678	0.3004475343
679	0.3003961336
680	0.3003244728
681	0.3002679167
682	0.3002622517
683	0.3001868007
684	0.3001260284
685	0.3000784527
686	0.3000420489
687	0.2999777762
688	0.2999712309
689	0.2998849251
690	0.2998248413
691	0.2997658679
692	0.2997487139
693	0.2997056504
694	0.2996454783
695	0.2996014997
696	0.2995472374
697	0.2994998424
698	0.2994420555
699	0.2992705974
700	0.2992116082
701	0.2991591501
702	0.2991144971
703	0.2990449186
704	0.2990184978
705	0.2990109157
706	0.2989615901
707	0.2989038405
708	0.2988365553
709	0.2987736076
710	0.2987216223
711	0.2986407754
712	0.2985940575
713	0.2985543232
714	0.2984541932
715	0.2983005595
716	0.2982172197
717	0.2981523301
718	0.2980881635
719	0.2980134368
720	0.2979784216
721	0.297932442
722	0.2978603071
723	0.2978263566
724	0.297768383
725	0.2977192021
726	0.2976630114
727	0.2975920497
728	0.2975351512
729	0.2974769968
730	0.2974198707
731	0.2973574559
732	0.2973289434
733	0.2972564784
734	0.2972162454
735	0.2971737418
736	0.2971201411
737	0.2969745505
738	0.2969211143
739	0.2969014822
740	0.2968897897
741	0.2968433114
742	0.2967740614
743	0.2967231515
744	0.296565692
745	0.2965216165
746	0.2964744601
747	0.2964473875
748	0.2963821681
749	0.2963252329
750	0.2963188401
751	0.2962774592
752	0.2962347116
753	0.2962201845
754	0.2961724282
755	0.2961149318
756	0.2960698983
757	0.2960176692
758	0.2959565412
759	0.2959016472
760	0.2958483197
761	0.2958441431
762	0.2957923237
763	0.2957441444
764	0.2956934718
765	0.295646207
766	0.2955798188
767	0.2955469211
768	0.2954913804
769	0.2954403023
770	0.2953860225
771	0.2953243004
772	0.2952569373
773	0.295201062
774	0.2951473937
775	0.295098342
776	0.2950646219
777	0.2950177454
778	0.2949751963
779	0.2949209513
780	0.2948676506
781	0.2948099465
782	0.2947327301
783	0.2946828262
784	0.2945901501
785	0.2945380338
786	0.2944898641
787	0.294436878
788	0.2943889524
789	0.2943278777
790	0.2941680831
791	0.2941397844
792	0.29410971
793	0.2940609645
794	0.2939945437
795	0.2939495133
796	0.2937971132
797	0.2936766529
798	0.2936288445
799	0.2936004337
