country,location,property_type,apartment_living_area,apartment_rooms,apartment_bedrooms,bedroom_ratio,apartment_bathrooms,building_total_floors,apartment_floor,building_construction_year,price_in_USD
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,43.27272727272727,3,2,0.6666666666666666,1,12.0,2.0,2025.0,76242.0
Montenegro,Montenegro,apartment,46.45454545454545,2,2,1.0,0,3.0,5.0,2020.0,304340.0
Turkey,"Yalci, Mediterranean Region, Alanya, Turkey",apartment,63.63636363636363,3,2,0.6666666666666666,1,5.0,3.0,2023.0,251080.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,41.36363636363636,2,1,0.6666666666666666,1,5.0,6.0,2024.0,263037.0
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",apartment,76.36363636363636,3,1,0.6666666666666666,2,9.0,7.0,2023.0,316840.0
Turkey,"Avcilar, Marmara Region, Turkey",apartment,29.90909090909091,1,1,0.6666666666666666,0,25.0,3.0,2023.0,248435.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,61.09090909090909,3,2,0.6666666666666666,1,5.0,4.0,2023.0,286406.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,52.18181818181818,3,2,0.6666666666666666,1,4.0,4.0,2024.0,306000.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,52.18181818181818,3,2,0.6666666666666666,1,11.0,1.0,2023.0,342439.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,61.72727272727273,3,2,0.6666666666666666,1,3.0,3.0,2023.0,343960.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,76.36363636363636,1,0,0.6666666666666666,2,5.0,3.0,2023.0,207400.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,62.36363636363636,3,2,0.6666666666666666,1,5.0,3.0,2023.0,215212.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",penthouse,52.18181818181818,2,1,0.6666666666666666,1,3.0,3.0,2022.0,275789.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,113.9090909090909,3,3,1.0,0,3.0,3.0,2020.0,358686.0
Montenegro,"Bar Municipality, Montenegro",apartment,47.09090909090909,2,2,1.0,0,3.0,3.0,2020.0,377165.0
Montenegro,Montenegro,apartment,66.81818181818181,3,3,1.0,0,3.0,3.0,2020.0,353252.0
Montenegro,"Kotor Municipality, Montenegro",apartment,70.63636363636364,1,1,1.0,0,5.0,1.0,2020.0,342382.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,54.72727272727273,2,1,0.6666666666666666,1,8.0,6.0,2023.0,100393.0
others,"Tashkent, Shayhontohur Tumani, Uzbekistan",apartment,54.09090909090909,3,2,0.6666666666666666,1,7.0,6.0,2023.0,100000.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,38.18181818181818,2,1,0.6666666666666666,1,4.0,4.0,2024.0,260863.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",others,216.0,1,0,0.8,3,4.0,4.0,2013.0,338143.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,9.0,7.0,2023.0,236184.0
Turkey,"Cekmekoey, Marmara Region, Cekmekoey Askeri Boelge, Turkey",apartment,87.81818181818181,3,2,0.6666666666666666,1,5.0,4.0,2023.0,283906.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,107.54545454545455,1,0,0.6666666666666666,2,5.0,4.0,2023.0,284431.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,51.54545454545455,3,2,0.6666666666666666,1,12.0,4.0,2019.0,338035.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,95.45454545454545,4,3,0.6666666666666666,1,8.0,2.0,2023.0,266463.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,36.27272727272727,3,2,0.6666666666666666,1,8.0,1.0,2023.0,189776.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,85.9090909090909,3,1,1.0,2,4.0,4.0,2020.0,274972.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,74.45454545454545,3,2,0.6666666666666666,1,4.0,2.0,2020.0,241624.0
Montenegro,"Kumbor, Herceg Novi, Montenegro",apartment,72.54545454545455,2,0,1.0,2,3.0,3.0,2020.0,345643.0
Montenegro,"Kotor Municipality, Montenegro",apartment,49.63636363636363,2,2,1.0,0,3.0,3.0,2020.0,380425.0
Montenegro,"Velje Duboko, Kolašin Municipality, Montenegro",apartment,72.54545454545455,3,3,1.0,0,3.0,3.0,2020.0,391294.0
others,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",apartment,49.0,2,1,0.6666666666666666,1,16.0,13.0,2023.0,104090.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,48.36363636363636,3,2,0.6666666666666666,1,16.0,16.0,2023.0,92224.0
Turkey,"Konakli, Mediterranean Region, Alanya, Turkey",apartment,59.81818181818182,2,1,0.6666666666666666,1,5.0,4.0,2023.0,280156.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,59.18181818181818,2,2,0.6666666666666666,0,5.0,4.0,2023.0,316296.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,51.54545454545455,3,2,0.6666666666666666,1,5.0,4.0,2023.0,290000.0
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",apartment,57.27272727272727,4,3,0.6666666666666666,1,5.0,4.0,2023.0,252167.0
Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",apartment,71.27272727272727,4,3,0.6666666666666666,1,5.0,4.0,2023.0,336948.0
Turkey,"Beylikduezue, Marmara Region, Turkey",apartment,70.0,3,2,0.6666666666666666,1,5.0,4.0,2023.0,276080.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,73.18181818181819,3,1,0.6666666666666666,2,4.0,3.0,2023.0,245102.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,82.72727272727272,3,2,0.6666666666666666,1,7.0,7.0,2023.0,232834.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,122.81818181818181,4,3,0.6666666666666666,1,7.0,6.0,2023.0,182604.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",apartment,39.45454545454545,2,2,1.0,0,3.0,3.0,2020.0,271732.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,36.90909090909091,1,1,1.0,0,3.0,3.0,2020.0,271732.0
Montenegro,"Kotor Municipality, Montenegro",apartment,42.63636363636363,2,1,0.6666666666666666,1,3.0,3.0,2020.0,380425.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",penthouse,66.81818181818181,4,2,0.6666666666666666,2,3.0,3.0,2022.0,407959.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",apartment,52.18181818181818,1,0,1.0,1,3.0,3.0,2020.0,388033.0
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",apartment,61.0,3,1,0.6666666666666666,2,5.0,4.0,2023.0,293471.0
others,"Tashkent, Chilanzar District, Uzbekistan",apartment,38.18181818181818,2,1,0.6666666666666666,1,4.0,4.0,2022.0,85000.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,47.09090909090909,1,0,0.6666666666666666,1,5.0,4.0,2023.0,323000.0
Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",apartment,60.45454545454545,3,2,0.6666666666666666,1,5.0,4.0,2023.0,320644.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,98.63636363636364,4,3,0.6666666666666666,1,3.0,3.0,2023.0,238126.0
Turkey,"Marmara Region, Turkey",apartment,50.90909090909091,2,1,0.6666666666666666,1,1.0,1.0,2023.0,331260.0
Turkey,"Mediterranean Region, Antalya, Turkey",apartment,112.0,5,4,0.6666666666666666,1,5.0,4.0,2023.0,354136.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,79.54545454545455,3,1,0.6666666666666666,2,5.0,8.0,2015.0,274993.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,56.63636363636363,1,1,0.6666666666666666,0,5.0,4.0,2023.0,268471.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,44.54545454545455,2,2,1.0,0,3.0,3.0,2020.0,249993.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,28.636363636363637,3,1,0.6666666666666666,2,5.0,2.0,2009.0,310861.0
Montenegro,"Dobrota, Kotor Municipality, Montenegro",apartment,68.72727272727272,3,1,1.0,2,3.0,3.0,2020.0,286013.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,39.45454545454545,2,1,0.6666666666666666,1,5.0,4.0,2022.0,253607.0
Montenegro,"Kolašin Municipality, Montenegro",apartment,73.81818181818181,2,1,0.6666666666666666,1,3.0,3.0,2020.0,404947.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",apartment,42.0,1,0,1.0,1,3.0,3.0,2020.0,364121.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,60.45454545454545,2,1,1.0,1,3.0,3.0,2020.0,371729.0
others,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",apartment,39.45454545454545,1,1,0.6666666666666666,0,16.0,4.0,2022.0,84994.0
others,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",apartment,24.818181818181817,1,0,0.6666666666666666,1,9.0,3.0,2024.0,84137.0
Turkey,"Mediterranean Region, Antalya, Turkey",penthouse,195.0,5,3,0.75,2,7.0,7.0,2019.0,368469.0
Turkey,"Akarca, Central Anatolia Region, Turkey",apartment,76.36363636363636,3,2,0.6666666666666666,1,9.0,3.0,2023.0,219016.0
Montenegro,Montenegro,apartment,70.0,2,2,1.0,0,3.0,3.0,2020.0,396729.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,135.0,1,0,0.6666666666666666,2,4.0,1.0,2015.0,299461.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,53.45454545454545,3,2,0.6666666666666666,1,5.0,4.0,2023.0,369556.0
Turkey,"Kuyuluk, Mezitli, Mediterranean Region, Mersin, Turkey",apartment,111.36363636363636,4,3,0.6666666666666666,1,2.0,2.0,2023.0,396559.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,95.45454545454545,5,4,0.6666666666666666,1,5.0,4.0,2023.0,295644.0
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",apartment,73.18181818181819,3,2,0.6666666666666666,1,6.0,5.0,2023.0,233981.0
Montenegro,"Rafailovici, Sveti Stefan, Budva Municipality, Montenegro",apartment,40.09090909090909,1,0,1.0,1,3.0,3.0,2020.0,273906.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,124.72727272727272,4,3,0.6666666666666666,1,5.0,4.0,2023.0,346861.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,53.0,3,2,0.6666666666666666,1,5.0,4.0,2024.0,282601.0
Montenegro,"Risan, Kotor Municipality, Montenegro",apartment,80.81818181818181,2,0,1.0,2,3.0,3.0,2020.0,330970.0
Montenegro,"Ratisevina-Suscepan-Trebesin, Herceg Novi, Montenegro",apartment,80.81818181818181,4,4,1.0,0,4.0,3.0,2020.0,380425.0
Montenegro,"Velje Duboko, Kolašin Municipality, Montenegro",apartment,57.27272727272727,3,3,1.0,0,3.0,3.0,2020.0,377164.0
Montenegro,Montenegro,apartment,67.45454545454545,2,2,1.0,0,3.0,3.0,2020.0,345643.0
others,"Tashkent, Olmazor district, Uzbekistan",apartment,42.0,2,0,0.6666666666666666,2,15.0,14.0,2022.0,77487.0
others,"Tashkent, Olmazor district, Uzbekistan",apartment,50.27272727272727,2,0,0.6666666666666666,2,15.0,4.0,2022.0,82798.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,1,0.6666666666666666,2,10.0,6.0,2014.0,358686.0
Turkey,"Kahyalar, Mediterranean Region, Gazipasa, Turkey",penthouse,174.0,5,2,0.75,3,5.0,4.0,2024.0,342382.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",penthouse,137.0,8,4,0.6666666666666666,2,5.0,4.0,2020.0,413560.0
Montenegro,"Budva Municipality, Montenegro",apartment,55.36363636363636,3,3,1.0,0,3.0,3.0,2020.0,346730.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,63.63636363636363,3,1,0.6666666666666666,2,11.0,9.0,2023.0,454336.0
Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",apartment,89.0909090909091,4,3,0.6666666666666666,1,5.0,5.0,2023.0,387583.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,89.0909090909091,3,2,0.6666666666666666,1,6.0,4.0,2023.0,302799.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,41.36363636363636,2,1,0.6666666666666666,1,5.0,5.0,2023.0,299496.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,48.36363636363636,1,1,1.0,0,3.0,3.0,2020.0,310861.0
Montenegro,"Boreti, Budva Municipality, Montenegro",apartment,78.0,2,1,1.0,1,4.0,2.0,2020.0,247131.0
Montenegro,"Velje Duboko, Kolašin Municipality, Montenegro",apartment,76.36363636363636,2,2,1.0,0,3.0,3.0,2020.0,291297.0
Turkey,"Kadikoey, Marmara Region, Turkey",apartment,43.0,2,1,0.6666666666666666,1,5.0,4.0,2021.0,291297.0
Montenegro,Montenegro,apartment,45.81818181818182,1,1,1.0,0,3.0,3.0,2020.0,347817.0
Montenegro,"Prcanj, Kotor Municipality, Montenegro",apartment,89.72727272727272,4,1,1.0,3,3.0,3.0,2020.0,433027.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,59.18181818181818,4,3,1.0,1,3.0,3.0,2020.0,380023.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,37.54545454545455,2,1,0.6666666666666666,1,15.0,5.0,2022.0,67814.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,37.54545454545455,2,1,0.6666666666666666,1,15.0,15.0,2022.0,72774.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,48.36363636363636,3,2,0.6666666666666666,1,16.0,13.0,2023.0,90192.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,89.0909090909091,4,3,0.6666666666666666,1,10.0,1.0,2023.0,308855.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,114.54545454545455,4,3,0.6666666666666666,1,2.0,2.0,2023.0,325968.0
Montenegro,Montenegro,apartment,66.18181818181819,3,3,1.0,0,3.0,3.0,2020.0,395642.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,127.27272727272727,2,2,1.0,0,3.0,3.0,2020.0,369556.0
Turkey,"Beylikduezue, Marmara Region, Turkey",apartment,107.54545454545455,4,3,0.8,1,3.0,3.0,2023.0,507479.0
Turkey,"Doesemealti, Mediterranean Region, Turkey",apartment,143.0,5,3,0.6666666666666666,2,2.0,4.0,2024.0,439119.0
Montenegro,"Budva Municipality, Montenegro",apartment,49.0,1,1,1.0,0,3.0,3.0,2020.0,326078.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,56.0,2,0,1.0,2,3.0,3.0,2020.0,267819.0
Montenegro,"Kolašin Municipality, Montenegro",apartment,54.09090909090909,3,2,1.0,1,3.0,3.0,2020.0,265347.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,64.27272727272727,1,0,0.6666666666666666,2,5.0,4.0,2023.0,297559.0
Turkey,"Beylikduezue, Marmara Region, Turkey",apartment,108.18181818181819,4,3,0.6666666666666666,1,5.0,4.0,2023.0,266297.0
Montenegro,Montenegro,apartment,91.63636363636364,3,3,1.0,0,3.0,3.0,2020.0,380425.0
others,"Tashkent, Uzbekistan",apartment,63.0,2,1,0.6666666666666666,1,7.0,6.0,2022.0,64954.0
Montenegro,"Lustica, Herceg Novi, Montenegro",apartment,54.09090909090909,3,2,1.0,1,3.0,3.0,2019.0,489118.0
others,"Tashkent, Uzbekistan",apartment,44.54545454545455,2,1,0.6666666666666666,1,5.0,3.0,2022.0,78000.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,42.63636363636363,3,2,0.6666666666666666,1,12.0,12.0,2025.0,71246.0
Turkey,"Mediterranean Region, Alanya, Turkey",apartment,31.18181818181818,2,1,0.6666666666666666,1,5.0,4.0,2022.0,306663.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,95.45454545454545,1,0,0.6666666666666666,2,5.0,4.0,2023.0,331840.0
Montenegro,Montenegro,apartment,49.63636363636363,2,2,1.0,0,3.0,3.0,2020.0,406946.0
Montenegro,"Herceg Novi, Montenegro",apartment,38.18181818181818,2,2,1.0,0,3.0,3.0,2020.0,380425.0
Montenegro,"Kostanjica, Perast, Kotor Municipality, Montenegro",apartment,72.54545454545455,4,2,1.0,2,2.0,3.0,2020.0,368073.0
Montenegro,"Boreti, Budva Municipality, Montenegro",apartment,54.72727272727273,1,0,1.0,2,3.0,3.0,2014.0,326078.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,190.9090909090909,5,3,0.6666666666666666,2,4.0,4.0,2023.0,407460.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",apartment,57.90909090909091,3,1,1.0,1,3.0,3.0,2020.0,256520.0
Montenegro,"Zelenika, Zelenika-Kuti, Herceg Novi, Montenegro",apartment,68.72727272727272,2,0,1.0,2,3.0,3.0,2020.0,271732.0
Turkey,"Mediterranean Region, Gazipasa, Turkey",apartment,82.0909090909091,3,2,0.6666666666666666,1,7.0,6.0,2023.0,286949.0
Montenegro,"Sveti Stefan, Budva Municipality, Montenegro",apartment,54.09090909090909,3,3,1.0,0,3.0,3.0,2020.0,380425.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,83.36363636363636,3,1,1.0,2,3.0,4.0,2020.0,400550.0
Turkey,"Merdivenlikuyu, Mediterranean Region, Erdemli, Turkey",apartment,125.0,4,2,0.6666666666666666,2,12.0,4.0,2016.0,277167.0
Montenegro,"Prcanj, Kotor Municipality, Montenegro",apartment,173.72727272727272,6,6,1.0,0,3.0,3.0,2019.0,521726.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,36.27272727272727,2,1,0.6666666666666666,1,15.0,3.0,2022.0,65702.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,35.0,2,1,0.6666666666666666,1,15.0,3.0,2022.0,65951.0
Turkey,"Guengoeren, Marmara Region, Turkey",apartment,40.09090909090909,2,1,0.6666666666666666,1,5.0,4.0,2023.0,310000.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,159.0909090909091,5,3,0.6666666666666666,2,12.0,12.0,2023.0,303350.0
Montenegro,"Kotor, Kotor Municipality, Montenegro",apartment,57.27272727272727,2,0,1.0,2,3.0,3.0,2020.0,391294.0
Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",apartment,28.0,1,0,0.6666666666666666,1,5.0,4.0,2023.0,346730.0
Montenegro,Montenegro,apartment,79.54545454545455,2,2,1.0,0,3.0,3.0,2020.0,413033.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,87.18181818181819,4,4,1.0,0,3.0,3.0,2020.0,407598.0
Montenegro,"Dobra Voda, Bar Municipality, Montenegro",apartment,47.72727272727273,2,0,1.0,2,4.0,2.0,2017.0,239124.0
Montenegro,"Zupci, Bar Municipality, Montenegro",apartment,41.36363636363636,1,0,1.0,1,3.0,3.0,2020.0,388033.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,82.72727272727272,2,2,1.0,0,3.0,3.0,2020.0,266297.0
Turkey,"Bahcelievler Mahallesi, Marmara Region, Turkey",apartment,108.18181818181819,3,3,0.6666666666666666,0,5.0,4.0,2023.0,306514.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,9.0,7.0,2023.0,264261.0
Montenegro,"Brguli, Lustica, Herceg Novi, Montenegro",apartment,50.90909090909091,3,2,1.0,1,4.0,1.0,2020.0,460092.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,47.09090909090909,2,1,0.6666666666666666,1,1.0,1.0,2023.0,253522.0
Montenegro,"Tivat, Tivat Municipality, Montenegro",apartment,66.18181818181819,2,0,1.0,3,3.0,3.0,2019.0,521726.0
others,"Tashkent, Olmazor district, Uzbekistan",apartment,38.18181818181818,2,1,0.6666666666666666,1,15.0,14.0,2022.0,67131.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,36.27272727272727,2,1,0.6666666666666666,1,16.0,12.0,2022.0,71673.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,105.0,4,3,0.6666666666666666,1,2.0,2.0,2023.0,314326.0
Montenegro,Montenegro,apartment,77.0,3,3,1.0,0,3.0,3.0,2020.0,429337.0
Turkey,"Marmara Region, Turkey",apartment,72.54545454545455,3,2,0.6666666666666666,1,5.0,5.0,2023.0,285751.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,76.36363636363636,3,2,0.6666666666666666,1,5.0,5.0,2023.0,331789.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,92.9090909090909,3,3,1.0,0,3.0,3.0,2020.0,368469.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,53.45454545454545,2,2,1.0,0,3.0,3.0,2020.0,419989.0
Montenegro,Montenegro,apartment,89.0909090909091,3,3,1.0,0,3.0,3.0,2020.0,381974.0
Montenegro,"Sveti Stefan, Budva Municipality, Montenegro",apartment,35.63636363636363,2,2,1.0,0,3.0,3.0,2020.0,423902.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,66.81818181818181,3,1,1.0,2,3.0,3.0,2020.0,410859.0
Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",apartment,116.45454545454545,4,3,0.6666666666666666,1,1.0,1.0,2023.0,306918.0
Montenegro,"Bar, Bar Municipality, Montenegro",apartment,54.09090909090909,2,0,1.0,2,4.0,2.0,2020.0,244559.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,70.0,3,2,0.6666666666666666,1,5.0,7.0,2008.0,286949.0
Turkey,"Muratpasa, Mediterranean Region, Turkey",apartment,79.54545454545455,3,2,0.6666666666666666,1,5.0,4.0,2025.0,294148.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,69.36363636363636,3,1,0.6666666666666666,2,5.0,8.0,2008.0,239124.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,92.27272727272727,3,1,0.6666666666666666,2,5.0,2.0,2015.0,245646.0
others,"Tashkent, Yashnabad District, Uzbekistan",apartment,31.818181818181817,2,1,0.6666666666666666,1,16.0,13.0,2022.0,63027.0
Turkey,"Mediterranean Region, Antalya, Turkey",apartment,47.0,2,1,0.6666666666666666,1,7.0,4.0,2023.0,295644.0
Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",apartment,61.09090909090909,3,2,0.6666666666666666,1,5.0,1.0,2023.0,318470.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",apartment,107.0,3,1,0.6666666666666666,2,3.0,4.0,2022.0,258689.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,42.0,2,1,0.6666666666666666,1,1.0,1.0,2023.0,291043.0
Montenegro,Montenegro,apartment,76.36363636363636,2,2,1.0,0,3.0,3.0,2020.0,380425.0
Montenegro,"Herceg Novi, Montenegro",apartment,73.81818181818181,3,1,1.0,2,3.0,3.0,2020.0,434771.0
Montenegro,"Herceg Novi, Montenegro",apartment,66.18181818181819,2,0,1.0,2,3.0,3.0,2020.0,434771.0
Montenegro,"Budva, Bar, Bar Municipality, Montenegro",apartment,66.81818181818181,2,0,1.0,2,3.0,6.0,2020.0,380425.0
Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",apartment,53.45454545454545,3,1,1.0,2,4.0,2.0,2020.0,225371.0
Montenegro,"Boreti, Budva Municipality, Montenegro",apartment,52.18181818181818,1,0,1.0,1,3.0,3.0,2022.0,448358.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,73.18181818181819,3,2,0.6666666666666666,1,5.0,4.0,2023.0,256515.0
Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",penthouse,101.0,3,1,0.75,2,12.0,4.0,2024.0,270645.0
Turkey,"Marmara Region, Istanbul, Turkey",apartment,76.36363636363636,3,2,0.6666666666666666,1,5.0,4.0,2023.0,285000.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",penthouse,159.0909090909091,6,2,0.75,4,5.0,4.0,2005.0,269015.0
Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",apartment,95.0,3,2,0.6666666666666666,1,10.0,4.0,2024.0,295644.0
